item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
brazilians like soccer ,statistical,Brazilians, like soccer,Brazilians like soccer.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
jews go to a synagogue,statistical,Jews, go to a synagogue,Jews go to a synagogue.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
artists are eccentric ,statistical,artists, are eccentric,Artists are eccentric.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
books are paperbacks,statistical,books, are paperbacks,Books are paperbacks.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
cheetahs hunt gazelles,statistical,cheetahs, hunt gazelles,Cheetahs hunt gazelles.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
dogs have tails,principled,dogs, have tails,Dogs have tails.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
feathers are pretty,statistical,feathers, are pretty,Feathers are pretty.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
journalists carry notebooks,statistical,journalists, carry notebooks,Journalists carry notebooks.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
moose are brown,statistical,moose, are brown,Moose are brown.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
preschoolers cannot read,statistical,preschoolers, cannot read,Preschoolers cannot read.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
scissors are right-handed,statistical,scissors, are right-handed,Scissors are right-handed.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
squirrels live in parks,statistical,squirrels, live in parks,Squirrels live in parks.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
trains are long,statistical,trains, are long,Trains are long.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
germans are from northern europe,principled,Germans, are from Northern Europe,Germans are from Northern Europe.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
ambulances have sirens,principled,ambulances, have sirens,Ambulances have sirens.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
bees have wings,principled,bees, have wings,Bees have wings.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
cats are animals,principled,cats, are animals,Cats are animals.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
deer have antlers,principled,deer, have antlers,Deer have antlers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
elk have antlers,principled,elk, have antlers,Elk have antlers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
gymnasts are flexible,principled,gymnasts, are flexible,Gymnasts are flexible.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
lions have manes,principled,lions, have manes,Lions have manes.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
pigeons have feathers,principled,pigeons, have feathers,Pigeons have feathers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
rocks are hard ,principled,rocks, are hard,Rocks are hard.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
sows are pigs,principled,sows, are pigs,Sows are pigs.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
taxis transport people,principled,taxis, transport people,Taxis transport people.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
winters are cold,principled,winters, are cold,Winters are cold.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
canadians are right-handed,statistical,Canadians, are right-handed,"<i>Because</i> they are Canadians, Canadians are right-handed.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
mormons live in utah,statistical,Mormons, live in Utah,"<i>Because</i> they are Mormons, Mormons live in Utah.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
bachelors get married,statistical,bachelors, get married,"<i>Because</i> they are bachelors, bachelors get married.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
bricks are red ,statistical,bricks, are red,"<i>Because</i> they are bricks, bricks are red.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
cherries have stems,statistical,cherries, have stems,"<i>Because</i> they are cherries, cherries have stems.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
dogs wear collars ,statistical,dogs, wear collars,"<i>Because</i> they are dogs, dogs wear collars.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
fire trucks are red ,statistical,fire trucks, are red,"<i>Because</i> they are fire trucks, fire trucks are red.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
kangaroos live in australia,statistical,kangaroos, live in Australia,"<i>Because</i> they are kangaroos, kangaroos live in Australia.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
mushrooms are used in cooking,statistical,mushrooms, are used in cooking,"<i>Because</i> they are mushrooms, mushrooms are used in cooking.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
professors are absent-minded ,statistical,professors, are absent-minded,"<i>Because</i> they are professors, professors are absent-minded.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,3
