item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
brazilians are south american,principled,Brazilians, are South American,Brazilians are South American.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
jews don’t eat pork ,principled,Jews, don’t eat pork,Jews don’t eat pork.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
artists are creative ,principled,artists, are creative,Artists are creative.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
books have pages,principled,books, have pages,Books have pages.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
cheetahs run fast,principled,cheetahs, run fast,Cheetahs run fast.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
dogs are mammals,principled,dogs, are mammals,Dogs are mammals.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
feathers are light,principled,feathers, are light,Feathers are light.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
journalists report news,principled,journalists, report news,Journalists report news.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
moose have antlers,principled,moose, have antlers,Moose have antlers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
preschoolers cannot vote,principled,preschoolers, cannot vote,Preschoolers cannot vote.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
scissors cut,principled,scissors, cut,Scissors cut.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
squirrels live in trees,principled,squirrels, live in trees,Squirrels live in trees.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
trains travel on tracks,principled,trains, travel on tracks,Trains travel on tracks.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
frenchmen drink wine,statistical,Frenchmen, drink wine,Frenchmen drink wine.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
airplanes have passengers,statistical,airplanes, have passengers,Airplanes have passengers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
bears perform at circuses,statistical,bears, perform at circuses,Bears perform at circuses.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
cars have radios ,statistical,cars, have radios,Cars have radios.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
dancers are fit,statistical,dancers, are fit,Dancers are fit.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
eggshells are white,statistical,eggshells, are white,Eggshells are white.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
grass grows on lawns,statistical,grass, grows on lawns,Grass grows on lawns.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,2
