item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
americans live in america,principled,Americans, live in America,Americans live in America.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
italians live in southern europe,principled,Italians, live in Southern Europe,Italians live in Southern Europe.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
architects design buildings,principled,architects, design buildings,Architects design buildings.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
birds have wings,principled,birds, have wings,Birds have wings.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
cheerleaders are spirited,principled,cheerleaders, are spirited,Cheerleaders are spirited.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
doctors diagnose ailments ,principled,doctors, diagnose ailments,Doctors diagnose ailments.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
engineers have degrees,principled,engineers, have degrees,Engineers have degrees.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
horses have four legs,principled,horses, have four legs,Horses have four legs.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
milk is white,principled,milk, is white,Milk is white.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
police officers wear badges,principled,police officers, wear badges,Police officers wear badges.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
sandpaper is rough,principled,sandpaper, is rough,Sandpaper is rough.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
spinach is green ,principled,spinach, is green,Spinach is green.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
tightrope walkers have good balance,principled,tightrope walkers, have good balance,Tightrope walkers have good balance.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
englishmen drink tea ,statistical,Englishmen, drink tea,Englishmen drink tea.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
united states presidents are men,statistical,United States presidents, are men,United states presidents are men.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
barns are red,statistical,barns, are red,Barns are red.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
carrots are orange,statistical,carrots, are orange,Carrots are orange.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
cows live on farms,statistical,cows, live on farms,Cows live on farms.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,0
