item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
germans are from northern europe,principled,Germans, are from Northern Europe,Germans are from Northern Europe.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
ambulances have sirens,principled,ambulances, have sirens,Ambulances have sirens.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bees have wings,principled,bees, have wings,Bees have wings.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
cats are animals,principled,cats, are animals,Cats are animals.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
deer have antlers,principled,deer, have antlers,Deer have antlers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
elk have antlers,principled,elk, have antlers,Elk have antlers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
gymnasts are flexible,principled,gymnasts, are flexible,Gymnasts are flexible.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
lions have manes,principled,lions, have manes,Lions have manes.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
pigeons have feathers,principled,pigeons, have feathers,Pigeons have feathers.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
rocks are hard ,principled,rocks, are hard,Rocks are hard.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
sows are pigs,principled,sows, are pigs,Sows are pigs.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
taxis transport people,principled,taxis, transport people,Taxis transport people.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
winters are cold,principled,winters, are cold,Winters are cold.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
canadians are right-handed,statistical,Canadians, are right-handed,Canadians are right-handed.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
mormons live in utah,statistical,Mormons, live in Utah,Mormons live in Utah.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bachelors get married,statistical,bachelors, get married,Bachelors get married.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bricks are red ,statistical,bricks, are red,Bricks are red.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
cherries have stems,statistical,cherries, have stems,Cherries have stems.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
dogs wear collars ,statistical,dogs, wear collars,Dogs wear collars.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
fire trucks are red ,statistical,fire trucks, are red,Fire trucks are red.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
kangaroos live in australia,statistical,kangaroos, live in Australia,Kangaroos live in Australia.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
mushrooms are used in cooking,statistical,mushrooms, are used in cooking,Mushrooms are used in cooking.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
professors are absent-minded ,statistical,professors, are absent-minded,Professors are absent-minded.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
sheep live in herds,statistical,sheep, live in herds,Sheep live in herds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
strawberries are sold in boxes,statistical,strawberries, are sold in boxes,Strawberries are sold in boxes.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
trampolines are black,statistical,trampolines, are black,Trampolines are black.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
hindus don’t eat beef ,principled,Hindus, don’t eat beef,"<i>Because</i> they are Hindus, Hindus don’t eat beef.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
ants are insects,principled,ants, are insects,"<i>Because</i> they are ants, ants are insects.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bikers ride motorcycles,principled,bikers, ride motorcycles,"<i>Because</i> they are bikers, bikers ride motorcycles.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
celebrities are famous,principled,celebrities, are famous,"<i>Because</i> they are celebrities, celebrities are famous.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
diapers are absorbent,principled,diapers, are absorbent,"<i>Because</i> they are diapers, diapers are absorbent.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
elms are trees,principled,elms, are trees,"<i>Because</i> they are elms, elms are trees.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
hair nets cover your head,principled,hair nets, cover your head,"<i>Because</i> they are hair nets, hair nets cover your head.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
mammals wean their young,principled,mammals, wean their young,"<i>Because</i> they are mammals, mammals wean their young.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
pigs suckle their young,principled,pigs, suckle their young,"<i>Because</i> they are pigs, pigs suckle their young.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
