item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
americans are brunettes,statistical,Americans, are brunettes,Americans are brunettes.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
italians are catholic ,statistical,Italians, are Catholic,Italians are Catholic.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
architects are pretentious,statistical,architects, are pretentious,Architects are pretentious.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
birds are kept in cages,statistical,birds, are kept in cages,Birds are kept in cages.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
cheerleaders have pompoms,statistical,cheerleaders, have pompoms,Cheerleaders have pompoms.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
doctors are rich,statistical,doctors, are rich,Doctors are rich.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
engineers are male,statistical,engineers, are male,Engineers are male.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
horses wear horseshoes,statistical,horses, wear horseshoes,Horses wear horseshoes.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
milk comes from cows,statistical,milk, comes from cows,Milk comes from cows.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
police officers eat donuts,statistical,police officers, eat donuts,Police officers eat donuts.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
sandpaper is sold at the hardware store,statistical,sandpaper, is sold at the hardware store,Sandpaper is sold at the hardware store.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
spinach is sold in bags,statistical,spinach, is sold in bags,Spinach is sold in bags.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
tightrope walkers work in the circus,statistical,tightrope walkers, work in the circus,Tightrope walkers work in the circus.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
frenchmen are europeans,principled,Frenchmen, are Europeans,Frenchmen are Europeans.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
airplanes have wings,principled,airplanes, have wings,Airplanes have wings.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
bears can roar,principled,bears, can roar,Bears can roar.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
cars have four wheels,principled,cars, have four wheels,Cars have four wheels.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
dancers move gracefully ,principled,dancers, move gracefully,Dancers move gracefully.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
eggshells are fragile ,principled,eggshells, are fragile,Eggshells are fragile.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
grass is green ,principled,grass, is green,Grass is green.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
lifeguards can swim ,principled,lifeguards, can swim,Lifeguards can swim.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
peacocks have beautiful tails,principled,peacocks, have beautiful tails,Peacocks have beautiful tails.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
rocking chairs are unstable,principled,rocking chairs, are unstable,Rocking chairs are unstable.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
snow is white ,principled,snow, is white,Snow is white.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
tables are flat,principled,tables, are flat,Tables are flat.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
wallets hold money,principled,wallets, hold money,Wallets hold money.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
brazilians like soccer ,statistical,Brazilians, like soccer,"<i>Because</i> they are Brazilians, Brazilians like soccer.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
jews go to a synagogue,statistical,Jews, go to a synagogue,"<i>Because</i> they are Jews, Jews go to a synagogue.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
artists are eccentric ,statistical,artists, are eccentric,"<i>Because</i> they are artists, artists are eccentric.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
books are paperbacks,statistical,books, are paperbacks,"<i>Because</i> they are books, books are paperbacks.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
cheetahs hunt gazelles,statistical,cheetahs, hunt gazelles,"<i>Because</i> they are cheetahs, cheetahs hunt gazelles.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
dogs have tails,principled,dogs, have tails,"<i>Because</i> they are dogs, dogs have tails.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
feathers are pretty,statistical,feathers, are pretty,"<i>Because</i> they are feathers, feathers are pretty.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
journalists carry notebooks,statistical,journalists, carry notebooks,"<i>Because</i> they are journalists, journalists carry notebooks.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
moose are brown,statistical,moose, are brown,"<i>Because</i> they are moose, moose are brown.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
preschoolers cannot read,statistical,preschoolers, cannot read,"<i>Because</i> they are preschoolers, preschoolers cannot read.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
scissors are right-handed,statistical,scissors, are right-handed,"<i>Because</i> they are scissors, scissors are right-handed.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
squirrels live in parks,statistical,squirrels, live in parks,"<i>Because</i> they are squirrels, squirrels live in parks.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
trains are long,statistical,trains, are long,"<i>Because</i> they are trains, trains are long.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
germans are from northern europe,principled,Germans, are from Northern Europe,"<i>Because</i> they are Germans, Germans are from Northern Europe.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
ambulances have sirens,principled,ambulances, have sirens,"<i>Because</i> they are ambulances, ambulances have sirens.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
bees have wings,principled,bees, have wings,"<i>Because</i> they are bees, bees have wings.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
cats are animals,principled,cats, are animals,"<i>Because</i> they are cats, cats are animals.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
deer have antlers,principled,deer, have antlers,"<i>Because</i> they are deer, deer have antlers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
elk have antlers,principled,elk, have antlers,"<i>Because</i> they are elk, elk have antlers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
gymnasts are flexible,principled,gymnasts, are flexible,"<i>Because</i> they are gymnasts, gymnasts are flexible.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
lions have manes,principled,lions, have manes,"<i>Because</i> they are lions, lions have manes.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
pigeons have feathers,principled,pigeons, have feathers,"<i>Because</i> they are pigeons, pigeons have feathers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
rocks are hard ,principled,rocks, are hard,"<i>Because</i> they are rocks, rocks are hard.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
sows are pigs,principled,sows, are pigs,"<i>Because</i> they are sows, sows are pigs.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
taxis transport people,principled,taxis, transport people,"<i>Because</i> they are taxis, taxis transport people.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
winters are cold,principled,winters, are cold,"<i>Because</i> they are winters, winters are cold.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,1
canadians are right-handed,statistical,Canadians, are right-handed,"Think about Canadians, how likely are they to be right-handed?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
mormons live in utah,statistical,Mormons, live in Utah,"Think about Mormons, how likely are they to live in Utah?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
bachelors get married,statistical,bachelors, get married,"Think about bachelors, how likely are they to get married?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
bricks are red ,statistical,bricks, are red,"Think about bricks, how likely are they to be red?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
cherries have stems,statistical,cherries, have stems,"Think about cherries, how likely are they to have stems?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
dogs wear collars ,statistical,dogs, wear collars,"Think about dogs, how likely are they to wear collars?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
fire trucks are red ,statistical,fire trucks, are red,"Think about fire trucks, how likely are they to be red?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
