responses,rt,answer,catch,choices,item,list_number,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":6}",9662.899999976158,,,"completely false,,,neither true nor false,,,completely true",peacocks have beautiful tails,1,How true is the above statement?, have beautiful tails,generic,Peacocks have beautiful tails.,peacocks,3,principled
"{""rating"":6}",4348.700000047684,,,"completely false,,,neither true nor false,,,completely true",lifeguards can swim ,1,How true is the above statement?, can swim,generic,Lifeguards can swim.,lifeguards,4,principled
"{""rating"":6}",5462.099999904633,completely true,catch,"completely false,,,neither true nor false,,,completely true",,1,,,generic,Please select <i>completely true</i>.,,13,
"{""rating"":6}",4360.099999904633,,,"completely false,,,neither true nor false,,,completely true",snow is white ,1,How true is the above statement?, is white,generic,Snow is white.,snow,20,principled
"{""rating"":3}",75955.39999997616,,,"completely false,,,neither true nor false,,,completely true",americans are brunettes,1,How true is the above statement?, are brunettes,generic,Americans are brunettes.,Americans,21,statistical
"{""rating"":4}",12160.799999952316,,,"completely false,,,neither true nor false,,,completely true",engineers are male,1,How true is the above statement?, are male,generic,Engineers are male.,engineers,28,statistical
"{""rating"":4}",5284.100000023842,,,"completely false,,,neither true nor false,,,completely true",police officers eat donuts,1,How true is the above statement?, eat donuts,generic,Police officers eat donuts.,police officers,31,statistical
"{""rating"":5}",7880.899999976158,,,"completely false,,,neither true nor false,,,completely true",horses wear horseshoes,1,How true is the above statement?, wear horseshoes,generic,Horses wear horseshoes.,horses,36,statistical
"{""rating"":5}",8066.5,,,"completely false,,,neither true nor false,,,completely true",wallets hold money,1,How true is the above statement?, hold money,generic,Wallets hold money.,wallets,37,principled
"{""rating"":5}",15406.400000095367,,,"completely false,,,neither true nor false,,,completely true",milk comes from cows,1,How true is the above statement?, comes from cows,generic,Milk comes from cows.,milk,45,statistical
"{""rating"":5}",9982.899999976158,,,"completely false,,,neither true nor false,,,completely true",sandpaper is sold at the hardware store,1,How true is the above statement?, is sold at the hardware store,generic,Sandpaper is sold at the hardware store.,sandpaper,50,statistical
"{""rating"":4}",7309.300000071526,,,"completely false,,,neither true nor false,,,completely true",spinach is sold in bags,1,How true is the above statement?, is sold in bags,generic,Spinach is sold in bags.,spinach,53,statistical
"{""rating"":4}",12194.899999976158,,,"completely false,,,neither true nor false,,,completely true",rocking chairs are unstable,1,How true is the above statement?, are unstable,generic,Rocking chairs are unstable.,rocking chairs,55,principled
"{""rating"":5}",7269.900000095367,,,"completely false,,,neither true nor false,,,completely true",dancers move gracefully ,1,How true is the above statement?, move gracefully,generic,Dancers move gracefully.,dancers,60,principled
"{""rating"":5}",8369.300000071526,,,"completely false,,,neither true nor false,,,completely true",tables are flat,1,How true is the above statement?, are flat,generic,Tables are flat.,tables,61,principled
