responses,rt,answer,catch,choices,item,list_number,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":5}",5610.800000000745,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cars have radios ,14,, have radios,prevalence,"Think about cars, how likely are they to have radios?",cars,5,statistical
"{""rating"":6}",3003.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cheetahs run fast,14,, run fast,prevalence,"Think about cheetahs, how likely are they to run fast?",cheetahs,6,principled
"{""rating"":5}",5111.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",grass grows on lawns,14,, grows on lawns,prevalence,"Think about grass, how likely is it to grows on lawns?",grass,11,statistical
"{""rating"":6}",4929,,,"very unlikely,,,neither unlikely nor likely,,,very likely",journalists report news,14,, report news,prevalence,"Think about journalists, how likely are they to report news?",journalists,12,principled
"{""rating"":6}",2087.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",books have pages,14,, have pages,prevalence,"Think about books, how likely are they to have pages?",books,15,principled
"{""rating"":6}",3552.199999999255,completely true,catch,"completely false,,,neither true nor false,,,completely true",,14,,,prevalence,Please select <i>completely true</i>.,,20,
"{""rating"":5}",5876.800000000745,completely true,filler,"completely false,,,neither true nor false,,,completely true",,14,How true is the above statement?,,prevalence,Getting struck by lightning is bad for your health.,,32,
"{""rating"":4}",3049.300000000745,,,"very unlikely,,,neither unlikely nor likely,,,very likely",lifeguards are muscular,14,, are muscular,prevalence,"Think about lifeguards, how likely are they to be muscular?",lifeguards,36,statistical
"{""rating"":4}",3141.10000000149,,,"very unlikely,,,neither unlikely nor likely,,,very likely",wallets are made of leather,14,, are made of leather,prevalence,"Think about wallets, how likely are they to be made of leather?",wallets,44,statistical
"{""rating"":6}",2930.4000000003725,,,"very unlikely,,,neither unlikely nor likely,,,very likely",dogs are mammals,14,, are mammals,prevalence,"Think about dogs, how likely are they to be mammals?",dogs,48,principled
"{""rating"":5}",4095.9000000003725,,,"very unlikely,,,neither unlikely nor likely,,,very likely",snow falls in the winter,14,, snow falls in the winter,prevalence,"Think about snow, how likely is it to snow falls in the winter?",snow,55,statistical
"{""rating"":5}",5625.199999999255,,,"very unlikely,,,neither unlikely nor likely,,,very likely",brazilians are south american,14,, are South American,prevalence,"Think about Brazilians, how likely are they to be South American?",Brazilians,56,principled
"{""rating"":5}",3230.5999999996275,,,"very unlikely,,,neither unlikely nor likely,,,very likely",rocking chairs are wooden,14,, are wooden,prevalence,"Think about rocking chairs, how likely are they to be wooden?",rocking chairs,60,statistical
"{""rating"":6}",4972.4000000003725,,,"very unlikely,,,neither unlikely nor likely,,,very likely",preschoolers cannot vote,14,, cannot vote,prevalence,"Think about preschoolers, how likely are they to cannot vote?",preschoolers,62,principled
"{""rating"":4}",3043.9000000003725,,,"very unlikely,,,neither unlikely nor likely,,,very likely",dancers are fit,14,, are fit,prevalence,"Think about dancers, how likely are they to be fit?",dancers,66,statistical
"{""rating"":6}",3967.199999999255,,,"very unlikely,,,neither unlikely nor likely,,,very likely",squirrels live in trees,14,, live in trees,prevalence,"Think about squirrels, how likely are they to live in trees?",squirrels,68,principled
"{""rating"":5}",3238,,,"very unlikely,,,neither unlikely nor likely,,,very likely",scissors cut,14,, cut,prevalence,"Think about scissors, how likely are they to cut?",scissors,70,principled
"{""rating"":1}",8469.199999999255,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bears perform at circuses,14,, perform at circuses,prevalence,"Think about bears, how likely are they to perform at circuses?",bears,76,statistical
"{""rating"":5}",3246.4000000003725,,,"very unlikely,,,neither unlikely nor likely,,,very likely",feathers are light,14,, are light,prevalence,"Think about feathers, how likely are they to be light?",feathers,79,principled
