responses,rt,answer,catch,choices,item,list_number,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":5}",5884.099999904633,,,"very unlikely,,,neither unlikely nor likely,,,very likely",feathers are pretty,15,, are pretty,prevalence,"Think about feathers, how likely are they to be pretty?",feathers,1,statistical
"{""rating"":4}",23558.400000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",books are paperbacks,15,, are paperbacks,prevalence,"Think about books, how likely are they to be paperbacks?",books,8,statistical
"{""rating"":6}",4256,,,"very unlikely,,,neither unlikely nor likely,,,very likely",rocks are hard ,15,, are hard,prevalence,"Think about rocks, how likely are they to be hard?",rocks,16,principled
"{""rating"":6}",6284.299999713898,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cats are animals,15,, are animals,prevalence,"Think about cats, how likely are they to be animals?",cats,24,principled
"{""rating"":0}",7551.700000286102,completely false,filler,"completely false,,,neither true nor false,,,completely true",,15,How true is the above statement?,,prevalence,One cent is a lot of money.,,25,
"{""rating"":2}",8184.900000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",squirrels live in parks,15,, live in parks,prevalence,"Think about squirrels, how likely are they to live in parks?",squirrels,29,statistical
"{""rating"":4}",5406.699999809265,,,"very unlikely,,,neither unlikely nor likely,,,very likely",artists are eccentric ,15,, are eccentric,prevalence,"Think about artists, how likely are they to be eccentric?",artists,30,statistical
"{""rating"":6}",6189.699999809265,completely true,filler,"completely false,,,neither true nor false,,,completely true",,15,How true is the above statement?,,prevalence,Getting struck by lightning is bad for your health.,,33,
"{""rating"":6}",5715.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",ambulances have sirens,15,, have sirens,prevalence,"Think about ambulances, how likely are they to have sirens?",ambulances,35,principled
"{""rating"":4}",11372.699999809265,,,"very unlikely,,,neither unlikely nor likely,,,very likely",germans are from northern europe,15,, are from Northern Europe,prevalence,"Think about Germans, how likely are they to be from Northern Europe?",Germans,36,principled
"{""rating"":5}",6892.400000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",preschoolers cannot read,15,, cannot read,prevalence,"Think about preschoolers, how likely are they to cannot read?",preschoolers,38,statistical
"{""rating"":6}",13475.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",moose are brown,15,, are brown,prevalence,"Think about moose, how likely are they to be brown?",moose,45,statistical
"{""rating"":6}",22992.800000190735,,,"very unlikely,,,neither unlikely nor likely,,,very likely",sows are pigs,15,, are pigs,prevalence,"Think about sows, how likely are they to be pigs?",sows,49,principled
"{""rating"":4}",5336.400000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",jews go to a synagogue,15,, go to a synagogue,prevalence,"Think about Jews, how likely are they to go to a synagogue?",Jews,59,statistical
"{""rating"":5}",11832.699999809265,,,"very unlikely,,,neither unlikely nor likely,,,very likely",scissors are right-handed,15,, are right-handed,prevalence,"Think about scissors, how likely are they to be right-handed?",scissors,67,statistical
"{""rating"":6}",5426.199999809265,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bees have wings,15,, have wings,prevalence,"Think about bees, how likely are they to have wings?",bees,69,principled
"{""rating"":5}",8038.900000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",winters are cold,15,, are cold,prevalence,"Think about winters, how likely are they to be cold?",winters,77,principled
"{""rating"":6}",5080.599999904633,,,"very unlikely,,,neither unlikely nor likely,,,very likely",taxis transport people,15,, transport people,prevalence,"Think about taxis, how likely are they to transport people?",taxis,82,principled
"{""rating"":6}",44156.300000190735,completely true,catch,"completely false,,,neither true nor false,,,completely true",,15,,,prevalence,Please select <i>completely true</i>.,,84,
"{""rating"":5}",4711.800000190735,,,"very unlikely,,,neither unlikely nor likely,,,very likely",trains are long,15,, are long,prevalence,"Think about trains, how likely are they to be long?",trains,86,statistical
"{""rating"":4}",4359.099999904633,,,"very unlikely,,,neither unlikely nor likely,,,very likely",deer have antlers,15,, have antlers,prevalence,"Think about deer, how likely are they to have antlers?",deer,87,principled
"{""rating"":5}",4332.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",lions have manes,15,, have manes,prevalence,"Think about lions, how likely are they to have manes?",lions,90,principled
"{""rating"":6}",6211.699999809265,completely true,catch,"completely false,,,neither true nor false,,,completely true",,15,,,prevalence,Please select <i>completely true</i>.,,92,
"{""rating"":5}",33036.2000002861,,,"very unlikely,,,neither unlikely nor likely,,,very likely",journalists carry notebooks,15,, carry notebooks,prevalence,"Think about journalists, how likely are they to carry notebooks?",journalists,93,statistical
