responses,rt,answer,catch,choices,item,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":4}",3210,,,"very unlikely,,,neither unlikely nor likely,,,very likely",submarines are black,, are black,cue_validity,"You learn that [unknown thing/people] are black, how likely is it to be submarines?",submarines,11,statistical
"{""rating"":4}",38726,,,"very unlikely,,,neither unlikely nor likely,,,very likely",diapers are absorbent,, are absorbent,cue_validity,"You learn that [unknown thing/people] are absorbent, how likely is it to be diapers?",diapers,16,principled
"{""rating"":2}",92379,,,"very unlikely,,,neither unlikely nor likely,,,very likely",roller skates have wheels,, have wheels,cue_validity,"You learn that [unknown thing/people] have wheels, how likely is it to be roller skates?",roller skates,23,principled
"{""rating"":2}",72827,,,"very unlikely,,,neither unlikely nor likely,,,very likely",christians go to church,, go to church,cue_validity,"You learn that [unknown thing/people] go to church, how likely is it to be Christians?",Christians,25,statistical
"{""rating"":5}",7510,,,"very unlikely,,,neither unlikely nor likely,,,very likely",ants are insects,, are insects,cue_validity,"You learn that [unknown thing/people] are insects, how likely is it to be ants?",ants,26,principled
"{""rating"":2}",4904,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bananas ripen quickly,, ripen quickly,cue_validity,"You learn that [unknown thing/people] ripen quickly, how likely is it to be bananas?",bananas,27,statistical
"{""rating"":0}",6238,completely false,catch,"completely false,,,neither true nor false,,,completely true",,,,cue_validity,Please select <i>completely false</i>.,,32,
"{""rating"":2}",6663,,,"very unlikely,,,neither unlikely nor likely,,,very likely",raccoons eat garbage,, eat garbage,cue_validity,"You learn that [unknown thing/people] eat garbage, how likely is it to be raccoons?",raccoons,33,statistical
"{""rating"":3}",14877,,,"very unlikely,,,neither unlikely nor likely,,,very likely",shower caps are transparent,, are transparent,cue_validity,"You learn that [unknown thing/people] are transparent, how likely is it to be shower caps?",shower caps,42,statistical
"{""rating"":4}",14009,,,"very unlikely,,,neither unlikely nor likely,,,very likely",teachers impart knowledge ,, impart knowledge,cue_validity,"You learn that [unknown thing/people] impart knowledge, how likely is it to be teachers?",teachers,44,principled
"{""rating"":1}",15450,,,"very unlikely,,,neither unlikely nor likely,,,very likely",goats are stubborn,, are stubborn,cue_validity,"You learn that [unknown thing/people] are stubborn, how likely is it to be goats?",goats,50,statistical
"{""rating"":2}",10386,,,"very unlikely,,,neither unlikely nor likely,,,very likely",hair nets cover your head,, cover your head,cue_validity,"You learn that [unknown thing/people] cover your head, how likely is it to be hair nets?",hair nets,52,principled
"{""rating"":4}",11690,,,"very unlikely,,,neither unlikely nor likely,,,very likely",trumpets are loud,, are loud,cue_validity,"You learn that [unknown thing/people] are loud, how likely is it to be trumpets?",trumpets,55,statistical
"{""rating"":4}",11871,,,"very unlikely,,,neither unlikely nor likely,,,very likely",pigs suckle their young,, suckle their young,cue_validity,"You learn that [unknown thing/people] suckle their young, how likely is it to be pigs?",pigs,58,principled
"{""rating"":0}",35545,completely false,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,cue_validity,The tallest man alive is five feet tall.,,60,
"{""rating"":0}",5444,completely false,catch,"completely false,,,neither true nor false,,,completely true",,,,cue_validity,Please select <i>completely false</i>.,,65,
"{""rating"":3}",5291,,,"very unlikely,,,neither unlikely nor likely,,,very likely",muslims are middle eastern,, are Middle Eastern,cue_validity,"You learn that [unknown thing/people] are Middle Eastern, how likely is it to be Muslims?",Muslims,71,statistical
"{""rating"":4}",4913,,,"very unlikely,,,neither unlikely nor likely,,,very likely",celebrities are famous,, are famous,cue_validity,"You learn that [unknown thing/people] are famous, how likely is it to be celebrities?",celebrities,79,principled
"{""rating"":4}",6222,,,"very unlikely,,,neither unlikely nor likely,,,very likely",elms are trees,, are trees,cue_validity,"You learn that [unknown thing/people] are trees, how likely is it to be elms?",elms,80,principled
"{""rating"":0}",5875,completely false,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,cue_validity,Two plus one is equal to six.,,81,
"{""rating"":4}",4232,,,"very unlikely,,,neither unlikely nor likely,,,very likely",dolls wear dresses,, wear dresses,cue_validity,"You learn that [unknown thing/people] wear dresses, how likely is it to be dolls?",dolls,87,statistical
"{""rating"":2}",3829,,,"very unlikely,,,neither unlikely nor likely,,,very likely",spandex is stretchy,, is stretchy,cue_validity,"You learn that [unknown thing/people] is stretchy, how likely is it to be spandex?",spandex,92,principled
"{""rating"":4}",7015,,,"very unlikely,,,neither unlikely nor likely,,,very likely",needles are sterile,, are sterile,cue_validity,"You learn that [unknown thing/people] are sterile, how likely is it to be needles?",needles,94,statistical
"{""rating"":1}",4900,,,"very unlikely,,,neither unlikely nor likely,,,very likely",hindus don’t eat beef ,, don’t eat beef,cue_validity,"You learn that [unknown thing/people] don’t eat beef, how likely is it to be Hindus?",Hindus,95,principled
"{""rating"":1}",7680,,,"very unlikely,,,neither unlikely nor likely,,,very likely",clocks have alarms ,, have alarms,cue_validity,"You learn that [unknown thing/people] have alarms, how likely is it to be clocks?",clocks,96,statistical
"{""rating"":4}",3736,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bikers ride motorcycles,, ride motorcycles,cue_validity,"You learn that [unknown thing/people] ride motorcycles, how likely is it to be bikers?",bikers,98,principled
"{""rating"":3}",8629,,,"very unlikely,,,neither unlikely nor likely,,,very likely",lemons are yellow,, are yellow,cue_validity,"You learn that [unknown thing/people] are yellow, how likely is it to be lemons?",lemons,99,statistical
"{""rating"":2}",4302,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bulldozers are yellow,, are yellow,cue_validity,"You learn that [unknown thing/people] are yellow, how likely is it to be bulldozers?",bulldozers,110,statistical
"{""rating"":1}",7742,,,"very unlikely,,,neither unlikely nor likely,,,very likely",worms live in the ground,, live in the ground,cue_validity,"You learn that [unknown thing/people] live in the ground, how likely is it to be worms?",worms,116,principled
"{""rating"":4}",15985,,,"very unlikely,,,neither unlikely nor likely,,,very likely",mammals wean their young,, wean their young,cue_validity,"You learn that [unknown thing/people] wean their young, how likely is it to be mammals?",mammals,120,principled
"{""rating"":1}",7656,completely false,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,generic,The heaviest man alive weighs twelve pounds.,,1,
"{""rating"":2}",3803,,,"completely false,,,neither true nor false,,,completely true",doctors are rich,How true is the above statement?, are rich,generic,Doctors are rich.,doctors,2,statistical
"{""rating"":4}",7840,,,"completely false,,,neither true nor false,,,completely true",ducks lay eggs,How true is the above statement?, lay eggs,generic,Ducks lay eggs.,ducks,6,principled
"{""rating"":2}",19248,,,"completely false,,,neither true nor false,,,completely true",leopards have spots,How true is the above statement?, have spots,generic,Leopards have spots.,leopards,8,principled
"{""rating"":1}",5365,,,"completely false,,,neither true nor false,,,completely true",cows have udders,How true is the above statement?, have udders,generic,Cows have udders.,cows,9,principled
"{""rating"":5}",18855,,,"completely false,,,neither true nor false,,,completely true",raincoats are waterproof,How true is the above statement?, are waterproof,generic,Raincoats are waterproof.,raincoats,10,principled
"{""rating"":2}",4853,,,"completely false,,,neither true nor false,,,completely true",italians are catholic ,How true is the above statement?, are Catholic,generic,Italians are Catholic.,Italians,19,statistical
"{""rating"":0}",42264,,,"completely false,,,neither true nor false,,,completely true",oranges grow on trees,How true is the above statement?, grow on trees,generic,Oranges grow on trees.,oranges,35,principled
"{""rating"":6}",5426,completely true,catch,"completely false,,,neither true nor false,,,completely true",,,,generic,Please select <i>completely true</i>.,,39,
"{""rating"":1}",4141,,,"completely false,,,neither true nor false,,,completely true",tightrope walkers work in the circus,How true is the above statement?, work in the circus,generic,Tightrope walkers work in the circus.,tightrope walkers,46,statistical
"{""rating"":2}",45598,completely true,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,generic,Committing murders for fun is morally wrong.,,47,
"{""rating"":6}",36140,,,"completely false,,,neither true nor false,,,completely true",turtles walk slowly ,How true is the above statement?, walk slowly,generic,Turtles walk slowly.,turtles,53,principled
"{""rating"":2}",8676,,,"completely false,,,neither true nor false,,,completely true",golfers use clubs,How true is the above statement?, use clubs,generic,Golfers use clubs.,golfers,56,principled
"{""rating"":3}",54966,,,"completely false,,,neither true nor false,,,completely true",spinach is sold in bags,How true is the above statement?, is sold in bags,generic,Spinach is sold in bags.,spinach,57,statistical
"{""rating"":1}",11149,,,"completely false,,,neither true nor false,,,completely true",cheerleaders have pompoms,How true is the above statement?, have pompoms,generic,Cheerleaders have pompoms.,cheerleaders,61,statistical
"{""rating"":1}",7017,,,"completely false,,,neither true nor false,,,completely true",carrots are crunchy,How true is the above statement?, are crunchy,generic,Carrots are crunchy.,carrots,62,principled
