responses,rt,answer,catch,choices,item,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":5}",5217.800000071526,,,"very unlikely,,,neither unlikely nor likely,,,very likely",spinach is sold in bags,, is sold in bags,prevalence,"Think about spinach, how likely are they to be sold in bags?",spinach,2,statistical
"{""rating"":2}",4780.0,,,"very unlikely,,,neither unlikely nor likely,,,very likely",birds are kept in cages,, are kept in cages,prevalence,"Think about birds, how likely are they to be kept in cages?",birds,3,statistical
"{""rating"":5}",3160.3000000715256,,,"very unlikely,,,neither unlikely nor likely,,,very likely",tightrope walkers work in the circus,, work in the circus,prevalence,"Think about tightrope walkers, how likely are they to work in the circus?",tightrope walkers,11,statistical
"{""rating"":3}",3022.600000023842,,,"very unlikely,,,neither unlikely nor likely,,,very likely",architects are pretentious,, are pretentious,prevalence,"Think about architects, how likely are they to be pretentious?",architects,14,statistical
"{""rating"":4}",15520.200000047684,,,"very unlikely,,,neither unlikely nor likely,,,very likely",snakes lay eggs,, lay eggs,prevalence,"Think about snakes, how likely are they to lay eggs?",snakes,17,principled
"{""rating"":4}",3380.3000000715256,,,"very unlikely,,,neither unlikely nor likely,,,very likely",engineers are male,, are male,prevalence,"Think about engineers, how likely are they to be male?",engineers,20,statistical
"{""rating"":6}",2651.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",leopards have spots,, have spots,prevalence,"Think about leopards, how likely are they to have spots?",leopards,24,principled
"{""rating"":6}",2726.6999999284744,,,"very unlikely,,,neither unlikely nor likely,,,very likely",raincoats are waterproof,, are waterproof,prevalence,"Think about raincoats, how likely are they to be waterproof?",raincoats,25,principled
"{""rating"":0}",3421.6999999284744,completely false,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,prevalence,One cent is a lot of money.,,35,
"{""rating"":5}",3616.399999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",carrots are crunchy,, are crunchy,prevalence,"Think about carrots, how likely are they to be crunchy?",carrots,37,principled
"{""rating"":6}",3528.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",turtles walk slowly ,, walk slowly,prevalence,"Think about turtles, how likely are they to walk slowly?",turtles,39,principled
"{""rating"":6}",3164.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",sandpaper is sold at the hardware store,, is sold at the hardware store,prevalence,"Think about sandpaper, how likely is it to be sold at the hardware store?",sandpaper,43,statistical
"{""rating"":6}",3356.0,,,"very unlikely,,,neither unlikely nor likely,,,very likely",doctors are rich,, are rich,prevalence,"Think about doctors, how likely are they to be rich?",doctors,49,statistical
"{""rating"":6}",2712.200000047684,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cheerleaders have pompoms,, have pompoms,prevalence,"Think about cheerleaders, how likely are they to have pompoms?",cheerleaders,51,statistical
