responses,rt,answer,catch,choices,item,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":5}",4557.800000011921,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cows live on farms,, live on farms,prevalence,"Think about cows, how likely are they to live on farms?",cows,4,statistical
"{""rating"":3}",4006.400000005961,,,"very unlikely,,,neither unlikely nor likely,,,very likely",ducks are female,, are female,prevalence,"Think about ducks, how likely are they to be female?",ducks,14,statistical
"{""rating"":5}",4745.199999988079,,,"very unlikely,,,neither unlikely nor likely,,,very likely",sandpaper is rough,, is rough,prevalence,"Think about sandpaper, how likely is it to be rough?",sandpaper,16,principled
"{""rating"":6}",2924.5,completely true,catch,"completely false,,,neither true nor false,,,completely true",,,,prevalence,Please select <i>completely true</i>.,,17,
"{""rating"":5}",3352.9000000059605,,,"very unlikely,,,neither unlikely nor likely,,,very likely",americans live in america,, live in America,prevalence,"Think about Americans, how likely are they to live in America?",Americans,18,principled
"{""rating"":5}",4974.700000017881,,,"very unlikely,,,neither unlikely nor likely,,,very likely",spinach is green ,, is green,prevalence,"Think about spinach, how likely are they to be green?",spinach,24,principled
"{""rating"":6}",3484.0999999940395,,,"very unlikely,,,neither unlikely nor likely,,,very likely",doctors diagnose ailments ,, diagnose ailments,prevalence,"Think about doctors, how likely are they to diagnose ailments?",doctors,26,principled
"{""rating"":6}",2650.600000023842,,,"very unlikely,,,neither unlikely nor likely,,,very likely",milk is white,, is white,prevalence,"Think about milk, how likely is it to be white?",milk,31,principled
"{""rating"":6}",6519.09999999404,completely true,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,prevalence,Getting struck by lightning is bad for your health.,,35,
"{""rating"":6}",3331.4000000059605,,,"very unlikely,,,neither unlikely nor likely,,,very likely",police officers wear badges,, wear badges,prevalence,"Think about police officers, how likely are they to wear badges?",police officers,38,principled
"{""rating"":5}",4345.9000000059605,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cheerleaders are spirited,, are spirited,prevalence,"Think about cheerleaders, how likely are they to be spirited?",cheerleaders,42,principled
"{""rating"":5}",5774.700000017881,,,"very unlikely,,,neither unlikely nor likely,,,very likely",birds have wings,, have wings,prevalence,"Think about birds, how likely are they to have wings?",birds,44,principled
"{""rating"":6}",2873.800000011921,,,"very unlikely,,,neither unlikely nor likely,,,very likely",horses have four legs,, have four legs,prevalence,"Think about horses, how likely are they to have four legs?",horses,47,principled
"{""rating"":5}",2895.0999999940395,,,"very unlikely,,,neither unlikely nor likely,,,very likely",barns are red,, are red,prevalence,"Think about barns, how likely are they to be red?",barns,51,statistical
"{""rating"":4}",3733.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",summers are humid ,, are humid,prevalence,"Think about summers, how likely are they to be humid?",summers,53,statistical
"{""rating"":5}",3443.0,,,"very unlikely,,,neither unlikely nor likely,,,very likely",englishmen drink tea ,, drink tea,prevalence,"Think about Englishmen, how likely are they to drink tea?",Englishmen,57,statistical
"{""rating"":6}",3935.800000011921,,,"very unlikely,,,neither unlikely nor likely,,,very likely",leopards are predators,, are predators,prevalence,"Think about leopards, how likely are they to be predators?",leopards,61,statistical
"{""rating"":5}",4349.699999988079,,,"very unlikely,,,neither unlikely nor likely,,,very likely",carrots are orange,, are orange,prevalence,"Think about carrots, how likely are they to be orange?",carrots,62,statistical
"{""rating"":4}",4037.399999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",italians live in southern europe,, live in Southern Europe,prevalence,"Think about Italians, how likely are they to live in Southern Europe?",Italians,63,principled
