responses,rt,answer,catch,choices,item,prompt,property,question_type,stimulus,subject,trial_num,type
"{""rating"":2}",15236.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",kangaroos live in australia,, live in Australia,cue_validity,"You learn that [unknown thing/people] live in Australia, how likely is it to be kangaroos?",kangaroos,2,statistical
"{""rating"":1}",8485.100000023842,,,"very unlikely,,,neither unlikely nor likely,,,very likely",elms are trees,, are trees,cue_validity,"You learn that [unknown thing/people] are trees, how likely is it to be elms?",elms,9,principled
"{""rating"":0}",6274.700000047684,,,"very unlikely,,,neither unlikely nor likely,,,very likely",trampolines are black,, are black,cue_validity,"You learn that [unknown thing/people] are black, how likely is it to be trampolines?",trampolines,13,statistical
"{""rating"":5}",11562.600000023842,,,"very unlikely,,,neither unlikely nor likely,,,very likely",worms live in the ground,, live in the ground,cue_validity,"You learn that [unknown thing/people] live in the ground, how likely is it to be worms?",worms,14,principled
"{""rating"":5}",9534.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",teachers impart knowledge ,, impart knowledge,cue_validity,"You learn that [unknown thing/people] impart knowledge, how likely is it to be teachers?",teachers,17,principled
"{""rating"":0}",9770.399999976158,completely false,filler,"completely false,,,neither true nor false,,,completely true",,How true is the above statement?,,cue_validity,The tallest man alive is five feet tall.,,21,
"{""rating"":2}",10004.299999952316,,,"very unlikely,,,neither unlikely nor likely,,,very likely",spandex is stretchy,, is stretchy,cue_validity,"You learn that [unknown thing/people] is stretchy, how likely is it to be spandex?",spandex,22,principled
"{""rating"":1}",11998.199999928474,,,"very unlikely,,,neither unlikely nor likely,,,very likely",canadians are right-handed,, are right-handed,cue_validity,"You learn that [unknown thing/people] are right-handed, how likely is it to be Canadians?",Canadians,28,statistical
"{""rating"":3}",19073.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",hair nets cover your head,, cover your head,cue_validity,"You learn that [unknown thing/people] cover your head, how likely is it to be hair nets?",hair nets,32,principled
"{""rating"":3}",17633.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bachelors get married,, get married,cue_validity,"You learn that [unknown thing/people] get married, how likely is it to be bachelors?",bachelors,40,statistical
"{""rating"":4}",12214.400000095367,,,"very unlikely,,,neither unlikely nor likely,,,very likely",celebrities are famous,, are famous,cue_validity,"You learn that [unknown thing/people] are famous, how likely is it to be celebrities?",celebrities,43,principled
"{""rating"":0}",7446.800000071526,,,"very unlikely,,,neither unlikely nor likely,,,very likely",fire trucks are red ,, are red,cue_validity,"You learn that [unknown thing/people] are red, how likely is it to be fire trucks?",fire trucks,52,statistical
"{""rating"":4}",8825.800000071526,,,"very unlikely,,,neither unlikely nor likely,,,very likely",cherries have stems,, have stems,cue_validity,"You learn that [unknown thing/people] have stems, how likely is it to be cherries?",cherries,57,statistical
"{""rating"":6}",34154.89999997616,,,"very unlikely,,,neither unlikely nor likely,,,very likely",mammals wean their young,, wean their young,cue_validity,"You learn that [unknown thing/people] wean their young, how likely is it to be mammals?",mammals,58,principled
"{""rating"":1}",10297.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",strawberries are sold in boxes,, are sold in boxes,cue_validity,"You learn that [unknown thing/people] are sold in boxes, how likely is it to be strawberries?",strawberries,60,statistical
"{""rating"":2}",8711.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",pigs suckle their young,, suckle their young,cue_validity,"You learn that [unknown thing/people] suckle their young, how likely is it to be pigs?",pigs,67,principled
"{""rating"":5}",8771.5,,,"very unlikely,,,neither unlikely nor likely,,,very likely",bikers ride motorcycles,, ride motorcycles,cue_validity,"You learn that [unknown thing/people] ride motorcycles, how likely is it to be bikers?",bikers,70,principled
"{""rating"":0}",3582.600000023842,completely false,catch,"completely false,,,neither true nor false,,,completely true",,,,cue_validity,Please select <i>completely false</i>.,,71,
"{""rating"":2}",14771.899999976158,,,"very unlikely,,,neither unlikely nor likely,,,very likely",ants are insects,, are insects,cue_validity,"You learn that [unknown thing/people] are insects, how likely is it to be ants?",ants,72,principled
